,numPhotos,price,propertyType,size,exterior,rooms,bathrooms,address,municipality,latitude,longitude,distance,description,priceByArea,hasPlan,floor,district,hasLift,parkingSpace_included_in_listing,floor_grouped,municipality_grouped
414,15,750.0,flat,80.0,True,2,1,Hierro,Valdemoro,40.19291,-3.6657,25085,"VILLA GESTIONES INMOBILIARIAS gestiona en EXCLUSIVA el alquiler de este piso listo para entrar a vivir y totalmente equipado dispone de: 2 dormitorio, uno de ellos con armario empotrado el otro con armario a medida, salón con terraza y aire acondicionado, cocina con balcón tendedero y baño con ventana y bañera. Cuenta con aire acondicionado y calefacción de gas natural. Es una cuarta planta con ascensor. A 5 minutos andando de la estación de Renfe, autobuses interurbanos y acceso a la carretera Andalucía dirección Madrid. No se aceptan mascotas Documentación necesaria para el seguro de impago: - DNI - Contrato laboral - 3 últimas nóminas - Vida laboral Condiciones para entrar: 1 mes de fianza, mes en curso y mes de honorarios de agencia. Si te interesa esta propiedad o deseas hacernos una consulta puedes enviarnos un WhatsApp escaneando el código QR con la cámara del móvil o también puedes dejar tus comentarios sobre esta propiedad siguiéndonos en Instagram (@inmo_vgi).",9.375,False,4,Zona Estación,True,False,4 or more,Other
416,24,740.0,studio,33.0,True,0,1,Pedroñeras,Madrid,40.46671,-3.63009,8322,"GLOBAL VADEAIN ofrece en alquiler un moderno estudio vacío a ESTRENAR.   Dispone de luminosa Cocina con vistas al exterior, abierta e integrada en el salón, totalmente amueblada y equipada con electrodomésticos de última generación: campana extractora, frigorífico, lavavajillas, cocina de inducción, lavadora y secadora.  Dormitorio con armario empotrado alto, con gran capacidad de almacenaje.  La Calefacción es individual, además dispone de Aire Acondicionado con bomba de calor.   En el precio se incluye TRASTERO y posibilidad de alquilar plaza de garaje.  Finca ajardinada con servicio de Conserjería.  Se admiten mascotas.  Ubicados en distrito en auge, dotados de todos los servicios, junto a varios colegios y al Liceo Francés de Madrid. Representativos centros comerciales y de ocio como el Palacio de Hielo, C. C. Gran Vía de Hortaleza, Hipercor, C. C. Arturo Soria Plaza. Próximo recinto Ferial IFEMA, zonas verdes como el Parque Juan Carlos I y Parque Juan Pablo II. Rápido acceso a M-40 y excelente comunicación en trasporte público, próximos a las estaciones de metro (L4) ""Canillas"" y (L8) ""Mar de Cristal"" así como amplia red de autobuses EMT.  DISPONIBLE A PARTIR DE AGOSTO 2022.",22.424242424242426,False,0,Hortaleza,True,False,0,Madrid
417,19,750.0,flat,110.0,True,3 or more,2,Río Guadiana,Colmenar Viejo,40.66244,-3.77434,27976,"Amplio piso en planta 1ª, zona norte (Mirador), consta de salón comedor con salida a terraza de unos 5 m2 aprox. 3 dormitorios individuales (sin armarios) y uno doble con armario empotrado, cómoda cocina (con vitro, extractora, horno y frigorífico, ) con acceso terraza /lavadero, acristalada y con un armario empotrado. Dispone de un baño y un aseo. Calefacción individual (gas natural) NO MASCOTAS ESTUDIO DE VIAVILIDAD ECONÓMICA Y ESTABILIDAD LABORAL. 1 mes de renta + 1 mes de fianza + honorarios inmobiliaria ( a esta cantidad se le aplicará el iva que corresponda).",6.818181818181818,False,1,El Mirador,False,False,1,Other
418,9,750.0,flat,62.0,True,2,1,barrio Portazgo,Madrid,40.38777,-3.64761,5703,"Se alquila piso reformado por completo, a estrenar. El piso esta todavía en reforma y se espera que este finalizado a finales de mes. Se realizarán visitas una vez haya concluido la reforma, aproximadamente a principios de Octubre. Consta de dos dormitorios, un baño y terraza, situado en la tercera planta de un edificio residencial en el barrio de Portazgo, distrito de Vallecas. El piso se entrega totalmente diáfano salvo baño y cocina. La cocina va a estar totalmente equipada con electrodomésticos a estrenar, lavadora, horno, microondas, nevera, vitrocerámica y campana extractora. Baño totalmente equipado también a estrenar con todo lo necesario. La vivienda se encuentra en la zona de Portazgo, distrito de Vallecas, bien comunicado y con fácil acceso en coche desde las principales carreteras. Transporte público con paradas de metro Alto del Arenal, Buenos Aires y múltiples conexiones de Bus. Su entorno cuenta con servicios básicos (sanitarios, educativos, supermercados, restaurantes, comercios y parques). Condiciones: un mes de fianza, sin comisión de agencia, alquiler directo del propietario. Se requiere solvencia para seguro de rentas, contrato indefinido y las últimas dos nóminas. Disponibilidad una vez finalice la reforma, a finales-principios de Octubre.",12.096774193548388,True,3,Puente de Vallecas,False,False,3,Madrid
419,21,750.0,studio,70.0,True,0,1,"Avenida Matapiñonera, 11",San Sebastián de los Reyes,40.54749,-3.61691,16273,"Bajo con jardín privado de 27 metros, junto a plaza norte y zona industrial, amplio loft en una sola planta y cocina integrada amueblada, cuarto de baño con ducha. Al jardín se accede desde el salón a través de una amplia cristalera de doble acristalamiento. Muy luminoso y muy bien orientado, por lo tanto un gran ahorro en energía eléctrica.  Es un bajo, pero con altura de entreplanta, respecto al nivel de la calle.  La cocina tiene frigorífico pequeño, microondas, placa vitrocerámica de dos fuegos y campana extractora. No tiene lavadora Edificio moderno con servicio de conserjería. Calefacción y aire acondicionado por conductos de obra, video portero, ascensor directo a garaje.  Excelente situación, zona muy tranquila, a 100 metros del Plaza Norte 2, servicio de bus en la puerta y a 5 minutos andando de la estación de metro Reyes Católicos, centro de salud, supermercados, Megapark, ikea y Plaza norte 2 con todo tipo de tiendas, restaurantes, cines y zonas de ocio. Gastos de comunidad incluidos imprescindible nóminas No aceptan mascotas Disponibilidad inmediata.",10.714285714285714,False,0,Pol. Industrial sur,True,True,0,Other
420,11,650.0,studio,28.0,True,0,1,Calle de Federico Gutiérrez,Madrid,40.43705,-3.64532,5399,"Estudio en planta baja exterior con reforma integral acabada en Calle Federico Gutiérrez, en Cuidad Lineal, a dos calles de la parada de Metro de Pueblo Nuevo. Bajo de 35 m2. Cocina amueblada y equipada con electrodomésticos nuevos: lavadora, nevera, vitrocerámica, campana extractora y horno. Baño completo con plato de ducha y mampara corredera, así como calentador de toallas. Amplio espacio restante para salón y zona dormitorio.  Condiciones del alquiler: mes entrante, mes de fianza y mes de agencia(+iva). Se requerirá documentación laboral para análisis de solvencia y capacidad económica a través de compañía aseguradora de impagos.",23.214285714285715,False,0,Ciudad Lineal,False,False,0,Madrid
421,18,625.0,flat,51.0,True,1,1,Avenida de Atenas,Arganda,40.2983,-3.45226,25010,"SE ALQUILA precioso piso muy luminoso.  Este piso está ubicado en en la Avenida de Atenas, muy cerquita del Hospital de Arganda del Rey.  Se encuentra en la 2º planta del edificio, y dispone de un espacioso dormitorio con amplios armarios empotrados, un gran baño con plato de ducha y mampara, cocina totalmente amueblada y un salón con grandes ventanales.  Se trata de un inmueble construido en 2009, con portero y acceso a personas con movilidad reducida.",12.254901960784315,False,2,Centro,True,True,2,Other
422,18,700.0,flat,35.0,True,1,1,Avenida de Menéndez Pelayo,Madrid,40.41253,-3.67704,2266,"OPORTUNIDAD de alquilar estudio semiestrenar en zona muy bien comunicada junto metro Menéndez Pelayo. Cercano al Parque de El Retiro y estación de Atocha. Doble acceso directo desde la calle o desde el portal con puertas de seguridad. Posibilidad de instalar despacho profesional. Es un espacio que hace las veces de salón y dormitorio. Dispone de baño con mueble bajo lavabo y ducha con mampara. Cocina con muebles altos y bajos. Electrodomésticos. Modernos materiales. Climatización mediante bomba de frío/calor. Planta baja. Disponibilidad NOVIEMBRE, pero se puede visitar concertando cita.",20.0,False,0,Retiro,True,False,0,Madrid
424,25,750.0,flat,95.0,True,2,2,Calle Praofuentes,Colmenarejo,40.5585,-4.01556,30759,"RUAL INMOBILIARIA ALQUILA espectacular ático duplex amueblado de 110 Mts2, en en urbanización cerrada y muy tranquila, ubicada muy cerca del centro del pueblo. En la planta principal se encuentra un bonito hall recibidor, la cocina está amueblada y totalmente equipada con electrodomésticos. Tiene una terraza tendedero, un aseo y un amplio salón-comedor con vistas a la piscina. En la planta superior se encuentran dos dormitorios con armarios empotrados, uno de ellos con terraza, y un baño completo.  El piso es muy luminoso gracias a su excelente orientación. La calefacción es por suelo radiante de Gas Natural, muy confortable y económica. El piso se alquila completamente amueblado y no dispone de plaza de garaje. No se admiten mascotas. Disponible para entrar a vivir a partir del 1 de octubre de 2022. La urbanización tiene zonas comunes con piscina.  Se encuentra perfectamente ubicado en el centro del pueblo con todos los servicios necesarios a poca distancia, colegios, universidades, comercios, supermercados, bancos y sitios de ocio. Más de 10 años de experiencia en el sector inmobiliario, nuestro objetivo es la tranquilidad de nuestros clientes. ALQUILE Y VENDA CON TOTAL SEGURIDAD, PROTECCIÓN Y GARANTÍA Encuentra más en.",7.894736842105263,False,1,unknown,False,False,1,Other
427,37,600.0,studio,25.0,False,0,1,Calle San Basilio,Madrid,40.38249,-3.70627,3812,"""Alquilo APARTAMENTO ESTUDIO situado en Usera (a 10 mins del Hospital 12 de Octubre) Bien comunicado con autobús, metro y tren de cercanías. ATENCIÓN: ¡NO es suficientemente GRANDE para una PAREJA! (No se admiten mascotas y prefiero persona no fumadora). Gastos: agua cada dos meses al igual que el gas, y la electricidad mensual. El apt. estudio de dos plantas tiene unos 20m2 (7,5m de largo x2,5 de ancho con dos alturas (2,3m en salón y 3,7m en cocina). Está recién construido y completamente equipado con electrodomésticos de eficiencia energética A: nevera, lavadora-secadora, microondas, vitrocerámica y aparato aire acondicionado-calefacción. El espacio ha sido muy bien aprovechado con armarios y la cama doble que lleva ruedas se esconde debajo del salón. El Apartamento estudio tiene una baño amplio y bien comunicado REQUISITOS. Contrato de trabajo indefinido, si es temporal con avalista, vida laboral y las 3 últimas nóminas. si es autónomo las últimas declaraciones de la renta, DNI o NIE. 2 meses de fianza más el mes de entrada y 1 mes de agencia. NO SE ACEPTAN MASCOTAS. IDEAL PARA UNA PERSONA. DISPONIBILIDAD INMEDIATA.",24.0,False,0,Usera,False,False,0,Madrid
429,25,750.0,flat,89.0,True,2,2,Calle Fuenlabrada,Getafe,40.30356,-3.73586,12878,"Bonito piso listo para entrar. Características:   2 dormitorios amplios y luminosos.  2 baños completos, uno en suit. Armarios empotrados.  Salón independiente.  Cocina con lavavajillas.  Calefacción y aire acondicionado.  Ascensor.  La vivienda se alquila como se muestra en las fotografías, completamente equipada. REQUISITOS: 2 Contratos de trabajo indefinido. Últimos tres recibos de nomina. No se aceptan animales.  Transportes Alonso De Mendoza 0,200 km Estación de metro/tren Estación De Servicio Bp Cabañas (Margen Izquierdo) - Autovía de Toledo 0,438 km Gasolinera Estación De Servicio Bp Cabañas (Margen Derecho) - Autovía de Toledo 0,486 km Gasolinera Arboleda - Plaza Del Beso 0,677 km Parada de autobús General Pingarrón - Colegio 0,749 km Parada de autobús Ferrocarril - Estación Getafe Centro 0,816 km Parada de autobús Getafe Centro 0,869 km Parada de tren Repsol 4,533 km Gasolinera Shell - AVENIDA RIO GUADALQUIVIR 4,488 km Gasolinera Av. General Palacio - Capellanes 1,029 km Parada de autobús Educación Ceden 0,127 km Escuela/Instituto · Tel: 916823122,916823122 I.E.S. Alarnes 0,133 km Escuela/Instituto · Tel: 916814203,916814203 Escuela Infantil El Prado 0,222 km Educación infantil · Tel: 916951042,916951042 I.E.S. Matemático Puig Adam 0,444 km Estudios superiores · Tel: 916950279,916950279 I.E.S. León Felipe 0,278 km Estudios superiores · Tel: 916818080,916818080 Miguel Hernández 0,31 km Escuela/Instituto Educación Infantil Casiopea 0,326 km Educación infantil C.E.I.P. Fernando De Los Ríos 0,334 km Escuela/Instituto · Web: C.E.I.P. Francisco De Quevedo 4,322 km Escuela/Instituto Denenes 0,444 km Escuela/Instituto · Tel: 916011682,916011682 Salud Centro De Salud El Greco 0,383 km Hospital Aguado Gil - Calle Alonso de Mendoza 0,393 km Farmacia Patricia - Calle Canario 0,418 km Dentista Arturo Babao Aloa - Calle Garcilaso 0,474 km Farmacia Farmacia Pedro Pérez Carbonell 0,491 km Farmacia Experdental - Calle del Ferrocarril 0,513 km Dentista Clínica Dental Sanitas 0,651 km Dentista Farmacia Militar 0,983 km Farmacia · Tel: +34917798328 Centro De Salud Juan De La Cierva 1 km Clínica Hospital Universitario De Getafe. 1,333 km Hospital Hacer la compra Tu Cash - Calle Castilla 0,17 km Supermercado Chino 2,692 km Tienda de alimentación Alimentación 4,65 km Tienda de alimentación Asociación Gali - Calle Tirso de Molina 0,337 km Supermercado Pastelería La Nueva - Plaza Tirso de Molina 0,356 km Panadería Galería Lope De Vega - Calle Lope de Vega 0,381 km Supermercado Lope De Vega - Calle Lope de Vega 0,39 km Mercado Enrique - Calle Alondra 0,518 km Carnicería Dia - Calle de Ordoñez 4,249 km Supermercado Calimax - Calle del Ferrocarril 0,539 km Frutería.",8.426966292134832,False,2,San Isidro,True,False,2,Other
