,numPhotos,price,propertyType,size,exterior,rooms,bathrooms,distance,priceByArea,hasPlan,has360,hasVideo,description,hasLift,parkingSpace_included_in_listing,municipality,floor,floor_grouped,municipality_grouped
44,16,640.0,studio,35.0,True,0,1,7324,18.285714285714285,False,False,False,"Nuevo curso, nuevo hogar ¡con hasta 1 MES GRATIS y SIN COMISIÓN DE AGENCIA en tu alquiler!  Amplio y luminoso estudio ¡Listo para entrar a vivir!  *Es condición esencial permanecer en la vivienda al menos 12 meses, de no ser así la promoción quedará sin efectos con carácter retroactivo, viniendo obligado a devolver los importes mensuales de la promoción que se haya beneficiado  ¡ALTA DE SUMINISTROS GRATIS! Disfruta de tu hogar desde el primer momento, Testa Home te ayuda en la gestión del alta de suministros de manera gratuita, con lo que podrás ahorrar hasta 335 € por el alta de la luz y el gas. *Para una vivienda con gasto promedio de 4,4 KWh   Vivienda sin amueblar y en perfecto estado de alquiler. Cocina totalmente amueblada y equipada con electrodomésticos de primeras marcas. Baño con mueble y mampara. Suelos de tarima y armarios empotrados. Plaza de garaje y trastero incluidos en el precio. Urbanización privada con servicio de portería, amplias zonas comunes, piscina exterior y zona deportiva. La urbanización se encuentra muy bien comunicada con el metro cruce Villaverde, la autovía de Andalucía y la E-5, y está dotada de todo tipo de servicios y comercios. ¡SÓLO SE PIDE 1 MES DE FIANZA Y ¡SIN COMISIÓN DE AGENCIA! No pagas los gastos de comunidad durante los primeros 3 años e IBI durante los primeros 2 años. Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas.  Consulte condiciones y disponibilidad.  *Imágenes orientativas sin carácter vinculante.  **Las imágenes corresponden a un apartamento tipo.  **Viviendas sujetas a disponibilidad y viviendas no amueblada.   Las promociones de bienvenida de cada edificio se aplicarán en la promoción para todas las reservas firmadas desde el 01/09/2022 y los contratos firmados hasta el 30/09/2022. A partir del 30/09/2022 la promoción puede estar sujeta a cambios en la bonificación de bienvenida. Excepto selección de viviendas de VPO. Esta promoción no es acumulable con otras campañas y promociones. *Viviendas no amuebladas.",True,True,Madrid,1.0,1.0,Madrid
46,20,750.0,flat,30.0,False,1,1,2133,25.0,False,False,False,"-ZONA IBIZA- Piso reformado de 30m², amueblado y para entrar a vivir. La vivienda consta de salón, un dormitorio con armario, un cuarto de baño con plato de ducha y cocina integrada, amueblada, equipada con electrodomésticos y acceso a terraza. Suelos",True,False,Madrid,-1.0,0.0,Madrid
47,20,750.0,flat,70.0,True,2,1,28703,10.714285714285714,False,False,False,"AG propiedades alquila vivienda Zona de la RINCONADA de dos dormitorios con baño AMUEBLADO con electrodomésticos, en edifico tranquilo. El piso es totalmente exterior (muy luminoso), bien comunicado y comercios en la zona. Cocina amueblada y equipada, 2 dormitorios (el principal con armario empotrado, 1 baño (con bañera)los gastos de comunidad incluidos. incluye PLAZA DE GARAJE, con cocina amueblada y equipada la vivienda tiene tendedero amplias estancias excelente ubicación.  Muy luminoso, bien comunicado y comercios en la zona.  Edificio tranquilo con ascensor. Muy buena ubicación, cercana a comercios, transporte, colegios etc.",True,True,Alcalá de Henares,2.0,2.0,Other
48,12,625.0,flat,52.0,True,2,1,40445,12.01923076923077,False,False,False,"Alquilamos esta vivienda en el centro del Escorial.  Dispone de: -Cocina -Salón -Dos Dormitorios -Cuarto de baño Destaca por su distribución, no tiene pasillo por lo que el aprovechamiento de la vivienda es absoluto.  La ubicación es fantástica, en el centro de el Escorial, muy cerca de la estación de cercanías, rodeado de supermercados, comercios y establecimientos de hostelería y ocio. Consulte las condiciones.",False,False,El Escorial,2.0,2.0,Other
49,9,700.0,studio,40.0,True,0,1,1431,17.5,False,False,False,"Se alquila vivienda de 40m2 en la calle Santa Barbara, en el barrio de Malasaña, a escasos metros de la calle Fuencarral y de la Gran vía. Se trata de una tercera planta con ascensor, completamente equipada, exterior y muy luminoso. 2 ventanas a la calle. Perfil de los inquilinos puede ser estudiante o trabajador: Estudiantes: deben aportar aval de los padres. Trabajadores: 3 últimas nóminas, contrato de trabajo y vida laboral CONDICIONES DE ALQUILER: 1 MES DE FIANZA + 1 MES EN CURSO + 1 MES DE HONORARIOS DE AGENCIA + IVA.",True,False,Madrid,3.0,3.0,Madrid
50,28,750.0,studio,40.0,True,0,1,2417,18.75,False,False,False,"Estupendo inmueble en chopera con todas las prestaciones tanto como vivienda o despacho profesional. Para visitas y consultas, por favor contacte por telefono con la agencia inmobiliaria myr delicias.",True,False,Madrid,0.5,0.5,Madrid
51,18,650.0,flat,35.0,False,1,1,1121,18.571428571428573,False,False,True,"DISPONIBLE PARA EL 1 DE OCTUBRE. Se alquila coqueto piso de 35 metros cuadrados distribuidos en: 1 dormitorio con armario, salón-cocina, cuarto de baño con plato ducha, totalmente equipado con electrodomésticos y piso amueblado.   Incluye el agua en el precio de alquiler.  La vivienda se encuentra a 200mts de varias estaciones de metros 5 de la latina y puerto de toledo, con todos los servicios de transportes, comercios y ocio. REQUISITOS. Contrato de trabajo indefinido, si es temporal con avalista, vida laboral o las 3 últimas nóminas. Si es autónomo las últimas declaraciones de la renta, DNI. 1 mes de Fianza, el mes en curso y 1 mes de agencia.",True,False,Madrid,2.0,2.0,Madrid
52,24,720.0,flat,70.0,True,3,1,29099,10.285714285714286,False,False,False,"Alquiler de vivienda amueblada, junto al Instituto Antoni Machado. Zona muy bien comunicada con bus urbano, Continental y Renfe.  Segunda planta sin ascensor, totalmente exterior, con trastero incluido en el precio.  La vivienda consta de tres dormitorios, salón con terraza, baño completo con ventana y cocina amueblada y equipada con electrodomésticos.  Suelos de terraza, ventanas de aluminio, calefacción mediante radiador eléctrico y termo para el agua caliente.  No se admiten mascotas.  Se requiere solvencia económica por tramitar seguro.      .",False,False,Alcalá de Henares,2.0,2.0,Other
54,28,699.0,flat,52.0,True,1,1,7092,13.442307692307692,False,False,False,"Piso de 1 dormitorio en Palomeras Sureste.  Vivienda de 1 dormitorio y 1 baño no amueblada, muy luminosa, con cocina amueblada y semi-equipada de electrodomésticos, situada en urbanización cerrada con piscina, gimnasio, sala comunitaria y vigilancia 24 horas. REQUISITOS *1 mes de fianza. *Seguro de impago. *A la firma de contrato se solicitará un seguro de vivienda. *Aportación de 3 últimas nóminas o similar para acreditar ratio de solvencia. El Ensanche de Vallecas está delimitado al este por la A-3, al norte por el casco antiguo de la Villa de Vallecas y Santa Eugenia, al sur por la autopista de circunvalación M-50, y al oeste por los territorios que conformará el futuro PAU de Valdecarros. En las inmediaciones podemos encontrar infinidad de Colegios públicos como el E. I. Rayuela, el E. I. Los sobrinos del Capitán Grant, el E. I. La Revoltosa, el C. E. I. P. Agustín Rodrígez Sahagún, el C. E. I. P. Loyola de Palacio, el C. E. I. P. José de Echegaray. También cuenta con colegios concertados como El Colegio Gredos San Diego, el Colegio Torrevilano y El Colegio Stella Maris La Gavia. **La publicación puede no coincidir exactamente con la disponibilidad actual**.",True,False,Madrid,3.0,3.0,Madrid
56,15,750.0,flat,65.0,True,2,1,13081,11.538461538461538,False,False,False,"Precioso bajo con patio de obra semi-nueva en Leganés, compuesta por 2 dormitorios completos con armarios empotrados, baño, cocina amueblada y equipada, salón, patio de 15 metros, aire acondicionado y calefacción de gas natural, plaza de garaje incluida en el precio, urbanización con piscina. No se admiten mascotas. Gastos de comunidad incluidos.",True,True,Leganés,unknown,nan,Other
57,10,695.0,flat,65.0,True,2,1,13904,10.692307692307692,False,False,False,"Piso de 65m2, 2 dormitorios, salón independiente con acceso a terraza, cocina amueblada y equipada, 1 baño, calefacción individual eléctrica, suelos de tarima, exterior y amueblado. Gastos de comunidad y agua incluidos en el precio de la renta. Finca con ascensor. Todos los accesos a 50m, farmacia, comisaria, línea de autobuses, supermercados, metro. Animales a consultar.",True,False,Coslada,unknown,nan,Other
58,20,750.0,flat,78.0,True,2,2,19719,9.615384615384617,False,False,False,"Poso de 75m2, 2 dormitorios, salón independiente, cocina amueblada y equipada, 2 baños uno de ellos en suite, calefacción individual de gas natural, aire acondicionado, armarios empotrados, suelos de tarima, exterior y amueblado. Gastos de comunidad y plaza de garaje incluidos en el precio. Finca con ascensor, jardines, piscina, portería.",True,True,Torrejón de Ardoz,unknown,nan,Other
59,18,620.0,flat,60.0,True,2,1,7981,10.333333333333334,False,False,False,"Piso de 60m2, dispone de 2 dormitorios, salón, cocina amueblada y equipada, 1 baño completo y calefacción individual. Piso exterior muy luminoso y semiamueblado (se retiran camas). Situado en zona comercial con todos los servicios, a 8 minutos andando de la estación de Metro y Renfe ""Villaverde Alto"" (L3), (C4 Y C5), y autobuses de EMT 22 y T41. Gastos de comunidad incluidos en el precio. Animales a consultar.",False,False,Madrid,unknown,nan,Madrid
60,13,500.0,studio,28.0,False,0,1,769,17.857142857142858,False,False,False,"A escasos metros de la Plaza de Lavapiés, muy cerca de la Estación de Atocha y a sólo 10 minutos a pie de la Puerta del Sol, se alquila un estudio en perfecto estado. Ubicado en una típica corrala del siglo pasado, perfectamente rehabilitada. Se distribuye en: salón-dormitorio, cocina americana y cuarto de baño. Vivienda completamente amueblada. Cuenta con dos camas individuales, amplio armario empotrado y sofá-cama. Dispone de un gran y espacioso maletero. Se solicita: contrato de trabajo y tres últimas nóminas. Mes corriente, mes de fianza y mes de agencia. Zona con una amplísima oferta cultural, comercial y de ocio. ¡VIVE Y SIENTE EL CENTRO POR MUY POCO!",False,False,Madrid,1.0,1.0,Madrid
61,8,550.0,flat,38.0,True,1,1,10938,14.473684210526317,False,False,False,"Precioso loft reformado, totalmente amueblado, con cocina americana equipada con todos los electrodomésticos, armarios empotrados, recién pintado, con suelos de gres, en el centro de Leganés. Gastos de comunidad incluidos. Animales a consultar.",False,False,Leganés,unknown,nan,Other
62,23,750.0,flat,46.0,False,1,1,1476,16.304347826086957,False,False,True,"DISPONIBLE EL 1 DE NOVIEMBRE DE 2022. Casas y Más alquila magnifico apartamento seminuevo en plena pasillo verde. Esta vivienda dispone de un dormitorio con armario empotrado amplio. No está completamente cerrado, pero la habitación es independiente. Amplio salón abierto a la cocina con dos grandes ventanales que hacen la casa muy luminosa.  El baño, con ducha, en perfecto estado. La vivienda tiene paredes lisas, tarima y aire acondicionado por conductos. Este piso se entrega vacío, excepto la cocina que se entrega amueblada y con todos los electrodomésticos.  No admite mascotas Si deseas visitarlo, no dudes en llamarme o enviarme un WhatsApp al 663010583 Rosa.",True,False,Madrid,3.0,3.0,Madrid
63,20,680.0,studio,55.0,True,0,1,5097,12.363636363636363,False,False,False,"Agencia inmobiliaria de MADRID zona LA ELIPA - Bº BILBAO - VENTAS Oficina Tecnocasa: EN ALQUILER: Estudio ubicado a 5 minutos de la parada de metro de la Elipa, línea 2, a 4 minutos de la parada de metro de Ascao y a 5 minutos de la parada de metro de Quintana, línea 5. Zona consolidada con todos los servicios, comercios, colegios, zonas verdes. Fácil acceso a M-30, A2, A3 y a 35 minutos andado del parque del retiro. Compuesto por un amplio salón, la cocina con isla y electrodomésticos y baño con plato de ducha, todo a estrenar. La vivienda está recién reformada y sin amueblar. No se admiten mascotas. Se solicita mes de agencia, mes en curso y un mes de fianza.",False,False,Madrid,0.0,0.0,Madrid
66,22,700.0,flat,50.0,True,1,2,32052,14.0,True,True,True,Valeshouse Inmobiliaria ofrece en alquiler,False,False,Camarma de Esteruelas,unknown,nan,Other
67,13,750.0,duplex,35.0,True,1,1,4047,21.428571428571427,True,True,True,"-NUMANCIA- Piso de 35 m², exterior, amueblado y para entrar a vivir. La vivienda consta de un dormitorio con armario empotrado, salón con cocina americana y un baño. El inmueble se encuentra cercano al Metro (linea 1). Rodeado de todo tipo de servicios",False,False,Madrid,unknown,nan,Madrid
68,28,750.0,flat,66.0,True,2,1,13311,11.363636363636363,False,False,True,"Interlariahome vende piso de 2D/1W, cocina office, salón de paso con acceso a terraza abierta con toldo y armario. Vivienda para entrar a vivir. La vivienda cuenta con calefacción individual por gas natural, armarios empotrados, ventanas de aluminio y puertas de sapelly. La finca se ha renovado recientemente, reformando el portal, pintado el patio interior y cuenta con ascensor y rampa. La vivienda se encuentra orientada a una plaza con bancos y árboles, además de contar con todos los servicios alrededor. Ideal parejas con uno o dos niños ya que las habitaciones son amplias. Si quieres ver el video metete en nuestro instagram @Interlariahome. ¡No dudes en pedirnos una cita para concertar visita! La reserva del inmueble sólo se producirá después de que una propuesta de compra haya sido expresamente aceptada por el vendedor. El precio publicado NO incluye los impuestos y gastos derivados de la transmisión. Cuando veas este anuncio, el inmueble llevará ya unos días publicado en nuestra página web y con el máximo detalle. Si quieres ser el primero en enterarte de nuestras novedades o ampliar información, entra en nuestra web Para verlo tan solo tiene que contactar con nosotros a partir del lunes 26 de septiembre bien por mail o en el whatsapp 615683664 le informaremos de los días disponibles para visitarlo con la mayor brevedad dentro de nuestro horario comercial.",True,False,Alcorcón,1.0,1.0,Other
69,11,650.0,flat,65.0,True,1,1,29440,10.0,False,False,False,"¡REFORMADO! Se alquila apartamento amueblado en la Zona de O'Donell de Alcalá de Henares.  A 5min andando de la estación de RENFE y muy bien comunicado con la A2.  El inmueble consta de 65m2 distribuidos en salón-comedor, amplia cocina totalmente amueblada y con electrodomésticos nuevos, 1 habitación con armario empotrado revestido y 1 baño completo.  La casa cuenta con calefacción de Gas Natural, ventanas tipo climalit lacadas en blanco, carpintería en madera maciza en puertas y armarios y suelos de tarima flotante La casa está recién pintada y adecuada.  GASTOS DE AGUA INCLUIDOS.  Totalmente AMUEBLADO.  Mejor visitar.",True,False,Alcalá de Henares,0.5,0.5,Other
